"id","bucket_id","name","metadata","created_at","updated_at"
"caad30c5-7301-4c72-9de4-461b8bce3688","log-attachments","logs/2026/04/01/1521aa24-fae5-41d1-8c0a-eef87b149cca.md","{""eTag"":""\""267128956aa774872d18c10c56a02fcb\"""",""size"":3953,""mimetype"":""application/octet-stream"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-04-01T11:49:29.000Z"",""contentLength"":3953,""httpStatusCode"":200}","2026-04-01 11:49:28.505175+00","2026-04-01 11:49:28.505175+00"
"08d8c7f4-728b-435e-8841-6ff78ee7338c","log-attachments","logs/2026/04/01/e13260b9-e77d-4866-afb6-40dd0e3569c4.md","{""eTag"":""\""267128956aa774872d18c10c56a02fcb\"""",""size"":3953,""mimetype"":""application/octet-stream"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-04-01T11:53:00.000Z"",""contentLength"":3953,""httpStatusCode"":200}","2026-04-01 11:52:59.789433+00","2026-04-01 11:52:59.789433+00"
"790d7474-6367-44f5-8a43-07c23854fe16","log-attachments","logs/2026/05/.emptyFolderPlaceholder","{""eTag"":""\""d41d8cd98f00b204e9800998ecf8427e\"""",""size"":0,""mimetype"":""application/octet-stream"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-05-30T15:05:36.076Z"",""contentLength"":0,""httpStatusCode"":200}","2026-05-30 15:05:36.071908+00","2026-05-30 15:05:36.071908+00"
"aecefc09-28d9-4e1a-ab2c-6066023b3af1","log-attachments","logs/2026/05/31/0321d535-006d-44bc-a6ff-f1850ca39aa8.md","{""eTag"":""\""41656ef0a417857d325149aff41b0adc\"""",""size"":992,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-05-30T15:41:01.000Z"",""contentLength"":992,""httpStatusCode"":200}","2026-05-30 15:41:00.432478+00","2026-05-30 15:41:00.432478+00"
"74d1d96f-65ca-46bd-bfd6-d31ed61f868f","log-attachments","logs/2026/05/31/388b3351-2fce-40a9-abdf-8e6d5755f4d2.md","{""eTag"":""\""e367c8bb76f1fa0f3e05f09c13439eda\"""",""size"":1234,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-05-30T15:28:28.000Z"",""contentLength"":1234,""httpStatusCode"":200}","2026-05-30 15:28:27.809784+00","2026-05-30 15:28:27.809784+00"
"3591c025-0141-4614-9d4b-5c9de64a8ea4","log-attachments","logs/2026/05/31/389124dd-8958-4ac3-9841-6153cd1c6220.md","{""eTag"":""\""e367c8bb76f1fa0f3e05f09c13439eda\"""",""size"":1234,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-05-30T15:37:01.000Z"",""contentLength"":1234,""httpStatusCode"":200}","2026-05-30 15:37:00.664426+00","2026-05-30 15:37:00.664426+00"
"9737b7a7-9656-41e4-a881-415c552be532","log-attachments","logs/2026/05/31/3ab91405-03aa-47b5-a365-ab8dc2187fb6.md","{""eTag"":""\""e367c8bb76f1fa0f3e05f09c13439eda\"""",""size"":1234,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-05-30T15:56:35.000Z"",""contentLength"":1234,""httpStatusCode"":200}","2026-05-30 15:56:34.653991+00","2026-05-30 15:56:34.653991+00"
"f43c8023-a050-45af-a7c3-d9973c6a3e2b","log-attachments","logs/2026/05/31/43e3a0aa-3e74-4ee6-a65c-ff4c4b278b28.md","{""eTag"":""\""61607bddef566d3233177a7091aa542f\"""",""size"":826,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-05-30T15:09:16.000Z"",""contentLength"":826,""httpStatusCode"":200}","2026-05-30 15:09:15.48963+00","2026-05-30 15:09:15.48963+00"
"95bfc513-16a8-477f-8545-d93bfcf1fbea","log-attachments","logs/2026/05/31/4cce86bc-e8a7-49b3-9bb1-96d12b04a310.md","{""eTag"":""\""61607bddef566d3233177a7091aa542f\"""",""size"":826,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-05-30T15:17:05.000Z"",""contentLength"":826,""httpStatusCode"":200}","2026-05-30 15:17:04.131215+00","2026-05-30 15:17:04.131215+00"
"4400ca3c-7115-470c-b06d-f00d5e80960e","log-attachments","logs/2026/05/31/52073b0a-46d3-4029-9c07-14c1d8e2be4c.md","{""eTag"":""\""61607bddef566d3233177a7091aa542f\"""",""size"":826,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-05-30T15:28:29.000Z"",""contentLength"":826,""httpStatusCode"":200}","2026-05-30 15:28:28.243273+00","2026-05-30 15:28:28.243273+00"
"130bd281-06a4-4223-8060-eb85e3c8316e","log-attachments","logs/2026/05/31/54ef5eec-ee4d-48c8-980c-af82271d63a1.md","{""eTag"":""\""41656ef0a417857d325149aff41b0adc\"""",""size"":992,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-05-30T15:23:20.000Z"",""contentLength"":992,""httpStatusCode"":200}","2026-05-30 15:23:19.328347+00","2026-05-30 15:23:19.328347+00"
"730e3686-474f-407e-aa38-9395bfd8adf0","log-attachments","logs/2026/05/31/5a8a0d05-8df5-47f1-9c42-bdd1a3bf43ed.md","{""eTag"":""\""41656ef0a417857d325149aff41b0adc\"""",""size"":992,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-05-30T16:01:58.000Z"",""contentLength"":992,""httpStatusCode"":200}","2026-05-30 16:01:57.518915+00","2026-05-30 16:01:57.518915+00"
"0c225f96-9b03-46f1-95fb-e3c49f27534c","log-attachments","logs/2026/05/31/5e73c311-94f5-44cd-a066-cc19518d6ba6.md","{""eTag"":""\""61607bddef566d3233177a7091aa542f\"""",""size"":826,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-05-30T15:41:01.000Z"",""contentLength"":826,""httpStatusCode"":200}","2026-05-30 15:41:00.664984+00","2026-05-30 15:41:00.664984+00"
